"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES"
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2022-11-28",,,,,"0.00","T,,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2022-11-29",,,,,"0.04",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2022-11-30",,,,,"0.20",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2022-12-01",,,,,"0.18",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2022-12-02",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2022-12-03",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2022-12-04",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2022-12-05",,,,,"0.05",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2022-12-06",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2022-12-07",,,,,"0.02",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2022-12-08",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2022-12-09",,,,,"0.18",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2022-12-10",,,,,"0.12",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2022-12-11",,,,,"0.23",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2022-12-12",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2022-12-13",,,,,"0.00","T,,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2022-12-14",,,,,"0.15",",,N","0.5",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2022-12-15",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2022-12-16",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2022-12-17",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2022-12-18",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2022-12-20",,,,,"0.22",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2022-12-21",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2022-12-22",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2022-12-23",,,,,"0.07",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2022-12-24",,,,,"0.09",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2022-12-26",,,,,"0.25",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2022-12-27",,,,,"0.78",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2022-12-28",,,,,"0.21",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2022-12-29",,,,,"0.00","T,,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2022-12-30",,,,,"0.09",",,N","1.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2022-12-31",,,,,"0.04",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-01-02",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-01-03",,,,,"0.00","T,,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-01-04",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-01-05",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-01-06",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-01-07",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-01-08",,,,,"0.00","T,,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-01-09",,,,,"0.28",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-01-10",,,,,"0.39",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-01-11",,,,,"0.10",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-01-12",,,,,"0.00","T,,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-01-13",,,,,"0.37",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-01-14",,,,,"0.09",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-01-15",,,,,"0.03",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-01-16",,,,,"0.07",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-01-17",,,,,"0.01",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-01-18",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-01-19",,,,,"0.14",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-01-21",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-01-22",,,,,"0.18",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-01-23",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-01-24",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-01-25",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-01-26",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-01-27",,,,,"0.00","T,,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-01-28",,,,,"0.06",",,N","0.5",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-01-29",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-01-30",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-01-31",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-02-01",,,,,"0.02",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-02-02",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-02-03",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-02-04",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-02-05",,,,,"0.03",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-02-06",,,,,"0.11",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-02-07",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-02-08",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-02-09",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-02-10",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-02-11",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-02-12",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-02-13",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-02-14",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-02-15",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-02-16",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-02-17",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-02-19",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-02-20",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-02-21",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-02-23",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-02-24",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-02-25",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-02-26",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-02-27",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-02-28",,,,,"0.35",",,N","5.0",",,N","10.0",",,N"
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-03-01",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-03-02",,,,,,,"0.5",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-03-03",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-03-04",,,,,"0.00","T,,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-03-05",,,,,"0.00","T,,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-03-06",,,,,"0.09",",,N","1.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-03-07",,,,,"0.01",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-03-08",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-03-09",,,,,"0.04",",,N","1.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-03-10",,,,,"0.00","T,,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-03-11",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-03-12",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-03-13",,,,,"0.16",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-03-14",,,,,"0.44",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-03-15",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-03-16",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-03-17",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-03-18",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-03-19",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-03-20",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-03-21",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-03-22",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-03-23",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-03-24",,,,,"0.03",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-03-25",,,,,"0.02",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-03-26",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-03-27",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-03-28",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-03-29",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-03-30",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-03-31",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-04-07","    7",",L,N",,,,,,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-04-08",,,,,"0.05",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-04-09",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-04-10",,,,,"0.07",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-04-11",,,,,"0.36",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-04-12",,,,,"0.02",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-04-13",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-04-14",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-04-15",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-04-16",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-04-17",,,,,"0.03",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-04-18",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-04-19",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-04-20",,,,,"0.02",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-04-21",,,,,"0.10",",,N","0.3",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-04-22",,,,,"0.00","T,,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-04-23",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-04-24",,,,,"0.54",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-04-25",,,,,"0.03",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-04-26",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-04-27",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-04-29",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-04-30",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-05-01",,,,,"0.01",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-05-02",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-05-03",,,,,"0.04",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-05-04",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-05-05",,,,,"0.24",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-05-06",,,,,"0.12",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-05-08",,,,,"0.08",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-05-09",,,,,"0.08",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-05-10",,,,,"0.01",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-05-11",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-05-12",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-05-13",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-05-14",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-05-15",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-05-16",,,,,"0.58",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-05-17",,,,,"0.03",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-05-18",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-05-19",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-05-20",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-05-21",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-05-22",,,,,"0.00","T,,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-05-23",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-05-24",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-05-25",,,,,"0.00","T,,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-05-26",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-05-27",,,,,"0.01",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-05-28",,,,,"0.02",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-05-29",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-05-30",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-05-31",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-06-01",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-06-02",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-06-03",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-06-04",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-06-05",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-06-06",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-06-07",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-06-08",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-06-09",,,,,"0.28",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-06-10",,,,,"0.24",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-06-11",,,,,"0.02",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-06-12",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-06-13",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-06-14",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-06-15",,,,,"0.02",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-06-16",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-06-17",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-06-18",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-06-19",,,,,"0.00","T,,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-06-20",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-06-21",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-06-22",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-06-23",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-06-24",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-06-25",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-06-26",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-06-27",,,,,"0.04",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-06-28",,,,,"0.36",",,N",,,,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-06-29",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-06-30",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-07-01",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-07-02",,,,,"0.00",",,N","0.0",",,N",,
"US1WASP0083","CHENEY 1.3 N, WA US","47.509752","-117.580673","744.6","2023-07-03",,,,,"0.00",",,N","0.0",",,N",,
